ticker,매출액(억원),영업이익률(%),순이익률(%),당기순이익(억원),ROE(%),ROA(%),ROIC(%),EPS(원),BPS(원),SPS(원),PER(배),PBR(배),PSR(배),price,price2
대원전선,4223.7114,1.71,0.503,21.226482,2.526,0.97,3.7698,28.403990000000004,1135.4047,5971.736,44.71203,1.11854,0.21267,1270.0,1075.0
대원제약,2407.2236,12.108,8.193,197.23251,13.077,9.634,12.0355,999.9195,8089.884,11891.281,17.15181,2.11998,1.4422700000000002,17656.0,19751.0
대원화성,1243.6111,10.001,5.811,72.27117,10.682,5.522,8.6546,175.20645,1730.0413,3014.8767,14.83964,1.50285,0.86239,2600.0,2575.0
대유에이텍,10213.453,2.12,0.66,67.45182,-0.005,0.836,3.4843,-0.05995,1095.455,9563.818,-27857.496,1.5244799999999998,0.17462,1670.0,1055.0
대유플러스,4341.13,2.388,2.19,95.05299,-4.073,1.099,2.3537,-42.21684000000001,1032.2461,4926.355,-22.38443,0.91548,0.19183,945.0,730.0
대창,8176.840999999998,3.698,1.465,119.79505,6.343,2.168,6.742000000000001,100.90938,1915.15,8971.476999999999,9.88015,0.52059,0.11113,997.0,1055.0
대창단조,2133.9055,7.717,6.5470000000000015,139.7014,9.326,7.025,9.3124,4880.0806,54361.914,74684.6,6.96594,0.62533,0.45517,33994.0,41213.0
대한방직,2455.8167,0.4920000000000001,-1.685,-41.380135,-2.381,-1.115,1.9607,-770.2821,33801.09,46336.164,-23.31613,0.5313399999999999,0.3876,17960.0,14880.0
대한유화,15963.7705,21.487,17.095,2728.9548,23.506,16.576,18.448,41866.652,208230.69,245596.47,6.5804199999999975,1.32305,1.12176,275500.0,263500.0
대한전선,13740.106000000002,3.543,-1.156,-158.8282,-5.348,-1.089,2.7803,-21.13479,430.15762,1615.284,-87.76999,4.31237,1.1484,1855.0,1125.0
대한제강,8979.123,6.268,4.437,398.37946,9.485,6.105,14.0291,1622.2339,19488.357,36431.29,5.86229,0.48798,0.26104,9510.0,9470.0
대한제당,12642.473,3.543,1.788,226.01382,5.157,1.642,3.3695,2343.785,49751.926,131446.86,10.23985,0.48239,0.18258,24000.0,24500.0
대한제분,8075.183000000001,5.4689999999999985,3.397,274.28455,4.142,3.112,7.6379,16129.693,402921.66,477821.5,11.15954,0.44674,0.37671,180000.0,166500.0
대한항공,117318.52,9.554,-4.746,-5568.4443,-27.238000000000003,-2.313,3.6969,-7171.071999999999,22351.586,148933.69,-3.58564,1.15038,0.17265,25712.0,33850.0
대한해운,5403.146,8.156,5.699,307.9017,5.095,1.654,2.1802,1220.0206,24833.713,22120.014,14.098120000000002,0.6926100000000001,0.77758,17200.0,22850.0
대한화섬,1046.2927,-1.898,14.659,153.37505,3.768,3.067,-10.4312,11549.325,356408.7,78787.1,9.04815,0.2932,1.32636,104500.0,114500.0
대현,2801.7340000000013,5.732,16.732,468.78125,33.503,19.722,18.3636,1035.2415,3671.882,6187.2593,4.0232199999999985,1.1343,0.6731600000000001,4165.0,2715.0
대호에이엘,1176.4623,-0.084,-1.881,-22.123583,-9.567,-2.499,-0.4345,-81.53201999999997,838.6152,4335.615,-20.72805,2.01523,0.38979,1306.0,896.0
더존비즈온,1767.6699,21.73,15.975,282.38403,19.817,12.55,29.3917,949.2209,5135.014,5957.2266,22.59748,4.1772,3.60067,21450.0,33300.0
덕성,1038.086,3.25,2.834,29.417912,4.548,2.863,4.6919,172.31673,4255.5815,6080.6353,37.14091,1.50391,1.05252,6400.0,3685.0
덕양산업,10501.697,0.219,-0.08900000000000001,-9.304663,-5.386,-0.224,-0.1135,-97.0022,1734.0209,32248.44,-18.19546,1.01787,0.05473,1765.0,1410.0
도화엔지니어링,3247.3794,4.579,0.389,12.632479,0.5539999999999999,0.406,0.6094,37.46287,6838.9814,9630.425,130.39578,0.71429,0.50725,4885.0,4945.0
동국제강,50065.832,5.125,1.414,707.7561,2.895,1.071,6.8901,642.6047,23346.59,52492.906,17.19564,0.4733,0.2105,11050.0,11000.0
동남합성,1042.2839,7.726,6.79,70.76751999999998,11.785,8.847999999999997,8.4214,1892.5303,16050.308,27873.719,11.22108,1.32308,0.76188,21193.0,21193.0
동방,5626.191999999999,4.575,2.59,145.7422,14.64,2.39,5.3451,459.19855,3058.5005,17922.416,4.45341,0.6686300000000001,0.1141,2045.0,1435.0
동방아그로,1158.4614,5.251,5.073,58.77251999999999,4.712,3.458,6.0954,431.12177,10880.901000000002,8506.892,16.95577,0.67182,0.8593,7310.0,7000.0
동부건설,5855.2393,2.75,9.168,536.80426,33.199,8.382,15.8121,6274.715,12028.075,68442.0,1.58892,0.82889,0.14567,9970.0,10100.0
동부제철,23280.393,6.169,-3.123,-727.10583,-115.435,-2.545,8.011000000000001,-50193.367,62312.88,1606317.2,-0.86964,0.7005,0.02717,48500.0,24733.0
동서,5137.9033,8.876,23.815,1223.587,10.37,9.473,32.134,1193.9508,11843.003,5153.364000000001,23.07465,2.32627,5.346019999999998,27550.0,29100.0
동성제약,797.2085599999997,-2.872,-2.083,-16.604429999999994,-2.93,-1.331,-3.4052,-74.11118,2790.1533,3558.2112,-56.53668,1.50171,1.17756,4190.0,4950.0
동성코퍼레이션,8529.129,7.626,6.2120000000000015,529.79285,13.345,6.331,8.862,824.4914,6743.5527,18768.037,7.519789999999999,0.9194,0.33035,6200.0,5610.0
동성화학,1767.9475,11.581,8.628,152.54077,14.353,8.568999999999999,13.1628,2547.0752,19178.3,33373.477,7.59695,1.00895,0.5798,19350.0,16500.0
동아쏘시오홀딩스,7261.6553,10.466,24.19400000000001,1756.9042,21.332,13.382,13.3131,28394.93,144762.33,138337.73,5.51155,1.0810799999999998,1.13129,156500.0,128000.0
동아에스티,5605.354,2.648,1.899,106.41973,1.86,0.999,10.425999999999998,1266.9054,69818.02,66816.83,83.27378,1.51107,1.57894,105500.0,99600.0
동아지질,3231.7463,3.877,3.518,113.69215,7.905,4.073,8.8593,989.1512,13223.385,28102.143,9.70529,0.7259899999999999,0.34161,9600.0,11700.0
동양,4399.015,1.74,5.56,244.56833,2.6710000000000003,2.235,0.8107,101.55585,4089.2603,1835.1366,29.39269,0.72996,1.62658,2985.0,1985.0
동양고속,1555.2643,11.415,4.493,69.878,5.461,2.922,11.4431,2023.199,37879.91,44847.543,14.62032,0.78088,0.65957,29579.0,28037.0
티탑스,940.8805,-7.061,-4.217,-39.67341,-8.98,-4.092,,-1917.1455,19287.736,44614.258,,0.05781,,1115.0,1575.0
동양물산기업,3588.5938,-0.319,2.494,89.49108000000004,2.636,1.98,4.9896,35.81469,1069.0768,4545.0464,87.57726,2.93466,0.6901,3136.0,1348.0
동양생명,74295.42,-0.401,0.199,147.91331,0.7829999999999999,0.06,,111.52634,17760.473,69065.516,113.87444,0.71507,0.18388,12700.0,7600.0
동양철관,1293.0625,-9.264,-11.332,-146.52972,-17.345,-8.689,-10.1579,-158.65228000000005,846.2265,1400.0388,-7.2427,1.35788,0.8207399999999999,1149.0,751.0
동원F&B,22412.559,3.2710000000000004,2.249,504.12717,9.376,4.948,8.3918,13044.098999999998,142964.45,580768.06,15.17928,1.38496,0.34093,198000.0,234000.0
동원산업,15763.855,9.607,4.9110000000000005,774.13416,9.964,4.401,10.1637,22300.068,235635.94,468715.97,16.3004,1.54263,0.77552,363500.0,336000.0
동원수산,1331.2213,1.007,0.407,5.4160185,2.5610000000000004,0.5770000000000001,1.4262,212.47604,8283.553,32791.86,45.65221,1.171,0.29581,9700.0,9430.0
동원시스템즈,13007.587,9.754,6.195,805.8622,23.623,6.244,12.5525,2375.9197,11127.13,53430.414,25.12711,5.36527,1.11734,59700.0,47000.0
동일고무벨트,2344.476,9.272,7.627999999999999,178.8455,10.581,6.807,8.8399,1310.2235,13026.893999999998,17175.65,8.57564,0.88134,0.65418,11235.0,7928.0
동일산업,3043.5923,4.035,4.414,134.34425,4.184,3.737,5.9546,5539.478,146240.12,125497.836,15.05557,0.57029,0.66455,83400.0,67400.0
동화약품,2374.7083,4.7410000000000005,11.056,262.54318,10.87,8.182,6.7048,939.9548,9142.519,8501.91,8.638710000000001,0.8881600000000001,0.95508,8120.0,9750.0
두산,164702.9,5.612,0.306,504.16443,7.9129999999999985,0.16699999999999998,-623.7773,7383.9185,121679.02,618692.3,14.22009,0.86293,0.16971,82712.0,89014.0
두산건설,12745.658,1.005,-29.149,-3715.2803,-28.449,-10.27,4.6255,-4039.4783,11942.977,15094.715,-0.85975,0.29079,0.23007,3472.0,2776.0
두산인프라코어,57295.504,8.566,2.024,1159.8485,3.096,1.083,-3.4956,304.5517,9932.084,27618.238,28.9606,0.8880299999999999,0.31935,8820.0,8690.0
두산중공업,139522.8,5.721,-1.545,-2155.2478,-4.84,-0.8270000000000001,9.8082,-1253.1908,25508.904,102399.93,-18.72811,0.92007,0.2292,23469.0,13244.0
디씨엠,1285.4073,15.123,16.208,208.33743,13.871,12.071,32.7408,1671.6571,15512.499,10986.387,7.56734,0.81547,1.15142,12650.0,12350.0
디아이,1097.2535,4.996,1.5490000000000002,16.998621,0.895,0.968,3.8187,31.86049,3902.1536,3483.7,147.67505,1.20574,1.35058,4705.0,5130.0
디아이동일,8224.145,2.1,0.132,10.885012,-0.753,0.111,0.0509,-1523.4067,270773.03,333554.28,-37.36512000000001,0.21022,0.17065,56922.0,51884.0
디아이씨,5574.998000000001,6.2479999999999976,1.5019999999999998,83.712425,2.829,1.271,4.5905,177.58178999999996,6711.2695,22268.041,47.19651,1.24883,0.37638,8381.0,6958.0
디와이,7233.722,5.024,3.034,219.50235,4.543,3.085,5.2769,565.263,13033.299,27484.129,12.54283,0.54399,0.25797,7090.0,6430.0
디티알오토모티브,7956.8267,8.197000000000001,10.555,839.8134,10.728,7.705,7.9439,3372.2168,37478.25,33534.875,10.62187,0.95573,1.0681200000000002,40309.0,31950.0
디피씨,1337.29,11.502,9.375,125.36808,9.163,6.903,18.5388,287.3248,3595.592,3208.6099,12.8078,1.02348,1.14691,3680.0,3840.0
락앤락,4250.6353,14.17,11.050999999999998,469.75528,7.1629999999999985,6.233,8.9796,853.9745,12394.186000000005,7728.4277,16.979429999999994,1.1699,1.87619,14500.0,27250.0
롯데관광개발,503.7642,6.5360000000000005,3.017,15.197337,0.934,0.4970000000000001,1.4518,30.51598,3275.497000000001,1003.3221,218.24811,2.0333,6.63801,6660.0,9772.0
롯데손해보험,30269.914,1.183,0.96,290.5373,6.153,0.292,,216.36676,3768.3176,22542.385,11.13849,0.63954,0.10691,2410.0,2900.0
롯데쇼핑,241143.28,3.165,1.024,2468.7476,1.033,0.598,1.5403,5341.0615,551719.75,765755.7,39.19992,0.37948,0.27342,203080.0,199000.0
롯데정밀화학,11107.038,2.678,-3.921,-435.47467,-3.828,-2.709,0.5003,-1687.8864,43646.02,43050.535,-18.15881,0.70224,0.71195,30650.0,64900.0
롯데지주,22482.63,5.683,3.347,752.3939999999999,2.776,1.809,1.6657,1964.5685,68737.39,63268.973,25.78005,0.73682,0.8005,71400.0,65100.0
롯데칠성음료,22642.12,6.462999999999999,3.054,691.4393299999997,2.9610000000000003,1.531,3.1092,5107.4478,172911.2,166829.27,,8.36257,,145675.0,132900.0
롯데케미칼,132235.4,19.24,13.893,18371.85,21.741,13.442,24.0756,53560.617,277902.88,385802.47,6.88939,1.3278,0.95645,369000.0,368000.0
롯데푸드,17624.047,4.53,3.301,581.72687,6.34,4.434,6.9663,42479.305,688361.0,1286956.6,14.875979999999998,0.91801,0.49102,635124.0,553000.0
롯데하이마트,39394.426,4.431,3.082,1214.2802,6.602,4.109,5.6903,5143.574000000001,80298.39,166871.0,8.204410000000001,0.52554,0.25289,42200.0,68900.0
마니커,2298.3093,-1.521,0.499,11.472885,1.025,0.528,-2.5619,8.459760000000001,762.0403,2390.8525,105.67676000000002,1.17317,0.37393,894.0,647.0
만도,58663.72,5.199,3.5810000000000004,2100.7964,14.318,4.872,9.0033,4248.5015,31279.74,124930.4,11.03919,1.49937,0.37541,46900.0,61700.0
메리츠금융지주,123515.79,5.574,4.226,5219.5522,15.246,1.5,,1768.6932,12517.483,86443.7,6.27582,0.88676,0.12841,11100.0,15050.0
메리츠종금증권,49466.016,6.608,5.1320000000000014,2538.467,14.115,1.602,,511.1297,4141.79,9960.165,6.76932,0.83539,0.34738,3460.0,4575.0
메리츠화재,71520.3,4.395,3.317,2372.3337,15.262,1.511,,2174.725,14892.619,65766.89,7.03537,1.02735,0.23264,15300.0,23500.0
메타랩스,667.00446,-48.892,-58.8,-392.19757,-182.437,-41.12600000000001,-82.2082,-8495.054,1902.4795,14447.409,-0.49087,2.19188,0.28863,3620.0,3460.0
명문제약,1421.7974,7.074,4.553,64.74094000000001,8.75,3.079,3.974,304.4567600000001,3728.4504,6416.8735,17.29715,1.41245,0.82068,5266.0,5854.0
모나리자,1213.9639,6.2360000000000015,4.48,54.386826,8.14,6.83,11.7744,148.71469,1876.9738,3319.4482,45.99411,3.64416,2.06058,6840.0,4950.0
모나미,1401.7147,7.1960000000000015,4.084,57.24118000000001,7.869,3.485,9.8732,296.5188,3906.8765,7417.5366,14.33299,1.08783,0.57297,4250.0,2850.0
모토닉,1953.0052,1.213,11.136,217.48573,5.6389999999999985,5.044,-3.3673,659.04767,17418.008,5918.1978,14.0354,0.5310600000000001,1.56298,9250.0,9200.0
무림P&P,5986.1616,2.27,-0.132,-7.909421000000001,-0.146,-0.07,1.022,-12.68179,8561.632,9598.08,-319.35553,0.47304,0.4219600000000001,4050.0,4535.0
무림페이퍼,11314.543,3.717,-0.127,-14.38449,0.059,-0.071,4.2004,5.46149,9248.217,27192.334,485.2152,0.28654,0.09745,2650.0,2445.0
무학,2701.6902,19.232,22.757,614.82855,13.265999999999998,10.595,31.5575,2157.2932,17542.281000000006,9479.615,10.59198,1.30257,2.4104400000000004,22850.0,19650.0
문배철강,1299.2905,4.1930000000000005,5.706,74.14028,8.424,6.72,12.9784,361.59808,5035.4214,6336.9194,7.56365,0.54315,0.4316,2735.0,2835.0
미래산업,233.1115,-36.709,-40.706,-94.890434,-15.661,-12.274,-14.3933,-15.626220000000002,107.62767,38.36066,-17.05149,2.47567,6.94592,266.0,206.0
미래아이앤지,98.28639,-16.733,-23.847,-23.438314,-4.964,-4.683,-18.4162,-26.376140000000003,514.7466,110.94915,-34.11293,1.74798,8.10973,894.0,430.0
미래에셋대우,78340.22,0.04,0.2,157.009,0.7809999999999999,0.092,,114.67535,12820.761,22864.213,61.72031,0.55206,0.30956,7077.0,8984.0
미래에셋생명,41701.69,2.801,1.87,779.7595,4.173,0.279,,459.25098,11422.266,24560.832,11.21391,0.45087,0.20968,5150.0,5250.0
미원상사,2429.6638,6.874,10.853,263.6895,13.263,9.405,7.846,3807.525,32160.783,42323.945,8.480269999999999,1.00399,0.76288,30759.0,33035.0
미원홀딩스,951.2609,2.715,36.284,345.15222,16.864,14.406,0.4411,4841.952,33017.035,13359.506,10.68709,1.56725,3.873380000000002,43738.0,48500.0
미원화학,1399.01,11.455,9.817,137.34688,16.047,14.113,19.3041,5992.842,39838.41,61042.85,11.59717,1.74455,1.13854,69500.0,58800.0
미창석유공업,2805.9836,5.944,10.952,307.31863,13.369000000000002,11.569,13.3391,17665.32,141483.36,161293.84,5.3551199999999985,0.6686300000000001,0.5865100000000001,94600.0,85800.0
백광산업,1346.5935,3.984,1.759,23.682775,2.0,0.8220000000000001,2.2959,52.72399,3032.2021,2997.8657,37.6489,0.65464,0.66214,1985.0,2645.0
백광소재,1715.2728,4.944,3.108,53.30664,,,,148.73412,4043.0513,6218.5645,19.43065,0.7148100000000001,0.46474,2890.0,2770.0
백산,2007.861,13.764,10.763,216.10611,19.37,12.094,18.4987,903.3505,5169.317,8296.946,10.49426,1.8339,1.14259,9480.0,6940.0
범양건영,1089.5048,1.099,-0.993,-10.820628,-2.515,-1.0759999999999998,4.8467,-45.53469000000001,1791.5583,4584.785,-58.19738,1.47916,0.578,2650.0,1805.0
벽산,4437.7993,7.921,5.499,244.03528,10.31,5.497000000000001,11.9871,327.53244,3840.3608,6472.869000000002,14.2276,1.21343,0.7199300000000001,4660.0,4000.0
보락,357.086,5.689,8.492,30.324272,7.3279999999999985,5.907,5.1853,50.62483,713.6801,596.1369,22.83465,1.6197700000000002,1.93915,1156.0,1080.0
보령제약,4091.4001,5.381,1.386,56.69438,2.897,1.556,-10.0874,128.26783999999998,4596.2812,9256.562,96.67274,2.69783,1.33958,12400.0,9600.0
보해양조,1155.2234,-5.221,-6.276,-72.5025,-7.564,-3.4330000000000003,-7.5341,-75.42831,915.3019,1206.1937,-17.56635,1.44761,1.0985,1325.0,976.0
부광약품,1386.1759,6.16,11.404000000000002,158.07433999999995,7.189,6.435,3.5856,237.34755,3293.847,2081.3337,74.78836,5.38909,8.52859,17750.0,17382.0
부국증권,7537.218000000003,4.681,3.682,277.52026,6.314,2.103,,2076.8433,46583.402,56374.586,9.0522,0.40358,0.33348,18800.0,25150.0
부국철강,1401.7520000000006,1.843,2.259,31.663786,2.912,2.619,6.0096,158.31892,5507.2046,7008.76,19.32807,0.5556399999999999,0.4366,3060.0,2790.0
부산도시가스,8868.817,4.048,5.603,496.91196,9.515,6.0420000000000025,8.8224,4517.3813,54436.6,80625.62,7.891739999999999,0.65489,0.44217,35650.0,36050.0
부산산업,1229.4673,10.543,7.485,92.02412,12.616,7.771,12.2358,5326.4453,44757.203,116426.83,7.425219999999999,0.88366,0.3397,39550.0,29600.0
부산주공,1795.8909,-3.263,-5.082,-91.26905,-18.071,-3.404,-3.1269,-364.7304,1906.7007,7176.76,-7.998839999999999,1.53009,0.4065,2917.0,1020.0
비상교육,1438.7224,24.647,17.805999999999994,256.18213,13.933,10.789,17.4323,1970.0669,15935.166,11069.871,8.070789999999999,0.99779,1.43633,15900.0,11900.0
비티원,115.45263,-18.465,-19.539,-22.55875,-33.294000000000004,-16.750999999999998,-25.6101,-112.6353,287.22827,576.4522,-18.20033,7.13718,3.5562400000000003,2050.0,2660.0
빙그레,8131.661,4.579,3.533,287.3076200000001,5.5310000000000015,4.631,7.7749,2916.489,59009.78,82544.53,21.87562,1.08118,0.7729199999999999,63800.0,63100.0
사조대림,9535.496,3.822,1.051,100.20557,3.816,1.508,4.756,1147.0972,30659.033,159874.72,15.77896,0.59036,0.11321,18100.0,24600.0
사조동아원,3817.9963,6.773,1.27,48.483395,7.984,0.963,5.7674,66.66960999999999,908.5489,5857.5880000000025,24.74891,1.81608,0.28169,1650.0,1410.0
사조산업,7021.126,7.0139999999999985,4.2810000000000015,300.5572200000001,8.181000000000001,3.141,6.8115,5282.241999999998,67968.94,140422.52,12.09714,0.94014,0.45506,63900.0,68300.0
사조씨푸드,3233.9714,4.777,2.337,75.57646,4.205,2.627,6.6218,438.92484,10656.043,18781.912,16.67711,0.68693,0.38974,7320.0,6180.0
사조오양,2791.0479,8.012,4.065,113.447464,9.241,3.947,10.3369,1203.9755,13615.937,29620.346,11.33744,1.0025,0.46083,13650.0,13100.0
삼광글라스,2877.7822,1.574,4.549,130.91045,6.122000000000001,1.554,0.8185,3621.3162,59718.633,59281.71,18.50156,1.12193,1.1302,67000.0,43700.0
삼부토건,3903.3743,-8.994,66.979,2614.4238,1191.977,23.641,-37.0723,9838.289,4490.19,14476.912,0.10755,0.23562,0.0731,1058.0,1392.0
삼성SDI,52008.227,-17.811,4.059,2111.1118,2.019,1.357,-23.9547,3117.3386,158605.44,73893.766,34.965720000000005,0.68724,1.47509,109000.0,204500.0
삼성공조,846.7564,2.2,9.154,77.50829,3.969,3.12,6.6522,947.8759,24604.33,10419.933,11.97414,0.4613,1.08926,11350.0,11450.0
삼성물산,281026.84,0.496,0.07400000000000001,208.41927,0.617,0.048,4.6511,561.1455,110964.35,146890.31,223.64964,1.13099,0.8543799999999999,125500.0,126000.0
삼성생명,304286.34,3.242,7.066,21499.56,8.55,0.8690000000000001,,10271.335,148374.05,152143.17,10.95281,0.75822,0.73944,112500.0,124500.0
삼성에스디에스,81801.87,7.666,6.287000000000001,5143.2773,9.535,7.808,14.6881,5994.721,66460.016,105717.49,23.27047,2.09901,1.31955,139500.0,200000.0
삼성엔지니어링,70094.336,0.999,0.134,94.25076,7.397,0.16899999999999998,-12.1537,189.70718,5157.844,51621.49,54.2942,1.99696,0.19953,10300.0,12400.0
삼성전기,60330.406,0.404,0.38,229.14359,0.348,0.307,-0.2937,189.52625,56125.38,77744.69,268.03674,0.90512,0.65342,50800.0,100000.0
삼성전자,2018667.5,14.485,11.258,227260.92,12.477,9.012,19.6716,2735.2090000000007,26635.588,24632.238,13.1765,1.3530799999999998,1.463,36040.0,50960.0
삼성제약,471.9446,-13.405,-45.805,-216.17603,-33.616,-16.102,-7.3887,-566.34845,1865.7029,1236.4236,-6.768960000000001,2.05477,3.10055,3833.0,3682.0
삼성중공업,104141.88,-1.413,-1.3330000000000002,-1387.769,-2.309,-0.804,0.925,-381.91418,15043.326,32807.742,-21.37402,0.54264,0.24882,8163.0,6468.0
삼성증권,44285.27,4.78,3.935,1742.4236,4.7410000000000005,0.5429999999999999,,2210.5742,48551.5,56183.766,13.90952,0.63331,0.54727,30748.0,36600.0
삼성출판사,1633.0024,7.492000000000001,6.066,99.05223,6.808,5.974,12.2457,560.0122700000002,8443.133,16330.024,19.91028,1.3206,0.68279,11150.0,11950.0
삼성카드,34701.004,12.418,10.07,3494.425,5.252999999999999,1.706,,3016.1042,60356.074,29951.094,13.16267,0.65776,1.32549,39700.0,39600.0
삼성화재해상보험,216861.08,4.939,3.969,8606.148000000001,8.173,1.3090000000000002,,16966.889,258548.33,428860.28,15.82494,1.03849,0.62608,268500.0,267000.0
삼아알미늄,1292.739,2.777,0.782,10.107734,0.964,0.537,1.7642,91.88849,9543.466,11752.173,43.53102,0.41913,0.34036,4000.0,3245.0
삼양사,20008.848,7.362999999999999,5.055,1011.51953,10.778,5.777,9.7298,8455.567,105763.555,188333.69,12.41785,0.99278,0.55752,105000.0,92800.0
삼양식품,3593.2117,7.034,5.23,187.93118,10.898,6.0310000000000015,11.0727,2430.6763,23270.184,47699.516,16.6826,1.7425700000000002,0.85011,40550.0,96800.0
삼양통상,1957.6731,15.890999999999998,11.674,228.54086,9.513,7.581,15.4784,7618.029,83298.625,65255.77,6.98343,0.63867,0.81525,53200.0,41150.0
삼양홀딩스,23114.65,6.101,2.818,651.3771,1.6780000000000002,2.087,5.5206,2549.6667,174957.36,260642.69,46.86887,0.68302,0.45848,119500.0,122000.0
삼영무역,2239.5193,2.326,10.945,245.11992,8.953,7.684,7.8045,1326.0459,15574.923,12127.177,11.88361,1.01177,1.29941,15758.0,15802.0
삼영전자공업,2149.311,4.49,6.145,132.07681000000002,2.835,2.697,3.0687,660.3840299999998,23431.479,10746.555,18.39839,0.51853,1.13059,12150.0,13050.0
삼영화학공업,1136.3569,-5.589,-9.455,-107.43989,-8.094,-6.574,-5.1334,-205.8852,2487.5925,3342.2263,-7.625610000000001,0.63113,0.46975,1570.0,1140.0
삼원강재,2683.9856,5.937,5.292999999999998,142.05977,7.713999999999999,6.2070000000000025,8.0324,355.1494,4729.9395,6709.964,9.91132,0.7442,0.52459,3520.0,3335.0
삼익THK,2510.7495,8.629,6.586,165.37051,10.66,6.864,9.5364,787.4787,7718.406,11955.95,13.71466,1.39925,0.90332,10800.0,21700.0
삼익악기,2086.4724,6.4060000000000015,2.979,62.15988,2.862,1.511,4.884,75.31548000000002,2839.1690000000012,2487.9163,34.056740000000005,0.90343,1.03098,2565.0,2350.0
삼일제약,967.5806,3.982,0.916,8.86603,1.653,0.885,1.6822,155.04105,9934.264,16920.168,51.88015,0.8096800000000001,0.47539,8043.0,8158.0
삼정펄프,1520.6539,7.805,12.707,193.22948,,,,7729.269,71120.305,60826.863,5.79615,0.62992,0.73652,44800.0,41550.0
삼진제약,2393.129,17.575,12.609000000000002,301.7433200000001,18.992,13.461,17.9544,2170.8152,13626.965,17216.756,16.00781,2.55009,2.01838,34750.0,35850.0
삼천리,30600.588,2.01,0.655,200.57056,2.821,0.5539999999999999,1.5768,8518.553,347647.53,754633.75,11.91517,0.29196,0.1345,101500.0,113000.0
삼호,9112.911,10.11,8.22,749.11487,33.933,10.359000000000002,356.02,4934.9565,17020.74,60033.277,3.42455,0.99291,0.28151,16900.0,15000.0
삼호개발,2744.578,8.08,5.83,160.0132,11.817,6.666,152.0484,642.48364,5898.4,10978.312,5.44761,0.59338,0.31881,3500.0,4570.0
삼화왕관,1016.3122,13.300999999999998,9.757,99.166176,7.877999999999999,6.3210000000000015,8.992,4603.005,69276.47,47174.25,9.79795,0.6510100000000001,0.95603,45100.0,51800.0
삼화전기,1995.8756,1.879,1.07,21.35416,3.515,1.6569999999999998,4.1911,111.3912,3164.144,30177.35,49.8244,1.75403,0.18391,5550.0,18300.0
삼화전자공업,388.19907,-0.14800000000000002,-0.932,-3.617317,-4.509,-0.526,-0.1082,-76.02702,1618.2848,8158.9736,-63.82331,2.99842,0.59472,5617.0,5120.0
삼화콘덴서공업,1724.5237,5.4929999999999986,3.29,56.74291,11.308,4.837,11.8179,538.65027,5123.0195,16589.933999999994,19.86447,2.08861,0.6449699999999999,10700.0,43050.0
삼화페인트공업,4821.9155,3.914,2.845,137.18085,4.717,2.643,3.6523,587.0046,12695.221,20603.035,16.88232,0.78061,0.481,9910.0,7380.0
상상인증권,636.06976,-6.375,-6.783,-43.147385,-2.971,-0.669,,-66.2606,2294.5586,997.9589,-11.05686,0.31929,0.73414,1100.0,1720.0
상신브레이크,3795.543,8.141,5.318,201.84938,13.565,5.872000000000001,7.7401,906.06146,7822.3755,17677.162,7.49397,0.8680200000000001,0.38411,6790.0,7600.0
새론오토모티브,1975.1058,14.197,11.421,225.58484,10.953,8.851,18.989,1174.921,11153.095,10287.01,7.08133,0.74598,0.80879,8320.0,7500.0
샘표,203.11154,6.909,8.025,16.299072,0.968,0.867,-28.0606,387.16028,71241.43,6128.1357,94.92193,0.51585,5.99693,36750.0,30200.0
서연,31883.346,3.978,4.152,1323.6648,15.044,4.788,5.6486,3394.2144,25085.635,141473.33,3.15242,0.42654,0.07562999999999999,10700.0,7360.0
서연이화,24028.78,4.487,3.908,939.06384,14.4,5.357,9.8386,3381.6074,24733.826,88901.85,4.14004,0.56603,0.15748,14000.0,10050.0
서울도시가스,12720.402,-0.527,1.847,234.88365,2.643,1.618,-1.4489,4639.503,228122.3,254408.05,17.71742,0.36033,0.3231,82200.0,94300.0
서울식품공업,438.98322,1.484,0.6629999999999999,2.9115443,1.105,0.481,1.2686,0.87429,79.06187,131.82005,175.99263,1.94769,1.16728,154.0,257.0
서원,2477.664,5.098,2.236,55.394268,6.926,2.364,8.5608,129.78718999999998,1887.0411,6205.399,15.40984,1.05986,0.3223,2000.0,1145.0
서흥,3403.6143,11.786,9.021,307.0378,11.024,5.374,6.8234,2360.3958,22377.748,29419.836,15.73889,1.66013,1.26275,37150.0,32700.0
선도전기,939.49805,2.407,2.309,21.692207,2.712,1.535,2.8403,120.40762,4552.4775,5219.4336,36.50101,0.96541,0.84205,4395.0,3165.0
선진,6453.4824,6.5539999999999985,5.067,327.0163,16.794,6.6670000000000025,12.0744,1765.8542,10426.517,36133.273,7.21599,1.22207,0.35265,12742.0,15400.0
선창산업,5512.078,2.524,1.457,80.33547,3.158,1.408,2.5319,683.46643,22818.648,43718.934,15.36286,0.46015,0.24017,10500.0,7700.0
성문전자,454.09076,-1.556,-2.354,-10.68993,-3.744,-2.392,-2.6716,-61.54,1750.2067,2656.3066,-165.74586000000005,5.82788,3.83992,10200.0,2215.0
성보화학,580.1168,2.206,129.35299999999998,750.3992,59.977,49.68600000000001,3.8591,3748.2476,8019.4663,2897.6863,1.51004,0.70578,1.95328,5660.0,6060.0
