,ticker,매출액(억원),영업이익률(%),순이익률(%),당기순이익(억원),ROE(%),ROA(%),ROIC(%),EPS(원),BPS(원),SPS(원),PER(배),PBR(배),PSR(배),price
284,삼성생명,165374.28,-0.07,6.649,10995.125,3.233,0.369,,5193.7,196896.25,82687.14,14.11325,0.37228,0.8864700000000001,74500.0
285,삼성에스디에스,109462.9,8.805,6.523,7139.8,11.213,8.37,0.24686,9075.472,84591.914,141465.52,22.58836,2.4234,1.44912,194500.0
286,삼성엔지니어링,62711.4,6.505,5.106,3202.0,26.233,6.832999999999999,0.85159,1627.4745,7025.1274,31995.611,11.24442,2.60494,0.57195,19200.0
287,삼성전기,80408.18,9.128,6.567,5280.4854,10.177999999999999,6.098,9.5547,6627.469,69956.836,103617.875,18.860889999999998,1.78682,1.20636,125000.0
288,삼성전자,2304008.8,12.052,9.435,217388.66,8.689,6.284,12.7564,3165.921,37528.027,33919.05,17.6252,1.48689,1.6450900000000002,55800.0
289,삼성제약,,,,,,,,,,,,,,4195.0
290,삼성중공업,71418.94,-6.004,-14.222999999999999,-10157.5625,-16.312,-7.041,-0.05555,-1617.3738,9529.481,11334.273000000001,-4.1116,0.6978300000000001,0.58672,7270.0
291,삼성증권,65513.0,7.686,5.729,3753.0,7.9079999999999995,0.9209999999999999,,4221.7246,54562.95,73362.82,9.02475,0.69828,0.5193399999999999,38600.0
292,삼성출판사,,,,,,,,,,,,,,25350.0
293,삼성카드,33620.668,13.443,10.275,3454.6,5.699,1.496,,2984.6653,50269.875,29018.632999999998,12.84901,0.76288,1.3215700000000001,38600.0
294,삼성화재해상보험,,,,6785.0,5.051,0.835,,13358.558,338406.6,,16.84314,0.66488,,243500.0
295,삼아알미늄,,,,,,,,,,,,,,4430.0
296,삼양사,,,,,,,,,,,,,,50600.0
297,삼양식품,5414.2,14.975,11.620999999999999,629.2,23.92,13.799000000000001,0.2502,8262.296,38432.914,71872.945,11.8127,2.5394900000000002,1.35795,89900.0
298,삼양통상,,,,,,,,,,,,,,59900.0
299,삼양홀딩스,,,,,,,,,,,,,,67000.0
300,삼영무역,,,,,,,,,,,,,,15900.0
301,삼영전자공업,2009.5732,2.3080000000000003,4.257,85.54285,1.7730000000000001,1.693,1.4368,427.71425999999997,24219.654,10047.866,21.08885,0.37242,0.8977,9020.0
302,삼영화학공업,,,,,,,,,,,,,,998.0
303,삼원강재,2693.3743,4.0089999999999995,3.8739999999999997,104.33346999999999,5.033,4.147,5.8501,260.83367999999996,5263.6133,6733.436,11.57826,0.57375,0.44851,3020.0
304,삼익THK,,,,,,,,,,,,,,11600.0
305,삼익악기,,,,,,,,,,,,,,1855.0
306,삼일제약,,,,,,,,,,,,,,21050.0
307,삼정펄프,,,,,,,,,,,,,,32850.0
308,삼진제약,,,,,,,,,,,,,,24950.0
309,삼천리,35703.332,2.549,1.528,545.5,4.345,1.469,0.034,13719.604,365633.44,880471.4,5.947690000000001,0.22316999999999998,0.09268,84500.0
310,삼호,,,,,,,,,,,,,,19850.0
311,삼호개발,3645.817,6.4639999999999995,5.904,215.26295,11.65,7.479,55.3933,862.85065,8025.6035,14583.268,5.1573199999999995,0.55448,0.30514,4450.0
312,삼화왕관,,,,,,,,,,,,,,45550.0
313,삼화전기,,,,,,,,,,,,,,15400.0
314,삼화전자공업,,,,,,,,,,,,,,2585.0
315,삼화콘덴서공업,2578.0,17.016,13.9,358.33333999999996,24.933000000000003,15.703,0.27699999999999997,3431.1367,15560.537,24800.385,17.74922,3.91375,2.45561,52300.0
316,삼화페인트공업,5402.767,2.082,0.721,38.935559999999995,1.344,0.696,1.7073,142.8052,12408.385,20435.031000000003,35.99309,0.41423999999999994,0.25153000000000003,5140.0
317,상상인증권,,,,,,,,,,,,,,1330.0
318,상신브레이크,,,,,,,,,,,,,,3510.0
319,새론오토모티브,,,,,,,,,,,,,,5050.0
320,샘표,,,,,,,,,,,,,,40750.0
321,서연,,,,,,,,,,,,,,2920.0
322,서연이화,,,,,,,,,,,,,,4935.0
323,서울도시가스,,,,,,,,,,,,,,70600.0
324,서울식품공업,,,,,,,,,,,,,,176.0
325,서원,,,,,,,,,,,,,,2830.0
326,서흥,4607.2837,10.289000000000001,8.11,373.66003,11.145,5.544,6.1247,2741.7085,26586.047000000002,39824.004,12.94813,1.3352899999999999,0.8914200000000001,35500.0
327,선도전기,,,,,,,,,,,,,,3035.0
328,선진,9949.0,3.458,1.206,120.0,3.824,1.2309999999999999,0.025,504.63412,13078.652,41838.375,16.1305,0.62239,0.19455999999999998,9390.0
329,선창산업,,,,,,,,,,,,,,4340.0
330,성문전자,,,,,,,,,,,,,,2150.0
331,성보화학,418.63998,-10.398,-6.852,-28.684905999999998,-1.91,-1.6119999999999999,-6.757999999999999,-143.28125,7390.1669999999995,2091.109,-31.12759,0.6035,2.1328400000000003,4460.0
332,성신양회,,,,,,,,,,,,,,6980.0
333,성안,,,,,,,,,,,,,,660.0
334,성창기업지주,,,,,,,,,,,,,,1605.0
335,세기상사,,,,,,,,,,,,,,57800.0
336,세방,,,,,,,,,,,,,,11500.0
337,세방전지,,,,,,,,,,,,,,37300.0
338,세아베스틸,30021.092,1.594,0.8390000000000001,251.72727999999998,1.2819999999999998,0.6829999999999999,0.011170000000000001,663.3994,52008.605,83712.54,19.4453,0.24804,0.1541,15250.0
339,세아제강지주,,,,,,,,,,,,,,47400.0
340,세아특수강,,,,,,,,,,,,,,13450.0
341,세아홀딩스,,,,,,,,,,,,,,78600.0
342,세우글로벌,,,,,,,,,,,,,,1990.0
343,세원셀론텍,,,,,,,,,,,,,,2880.0
344,세이브존I&C,,,,,,,,,,,,,,3260.0
345,세종공업,,,,,,,,,,,,,,4635.0
346,세하,,,,,,,,,,,,,,2490.0
347,셀트리온,11061.5,35.882,28.351999999999997,3136.125,11.970999999999998,8.378,0.11183,2381.2566,21185.287,8219.958,76.01029,8.54367,22.019579999999998,181000.0
348,송원산업,8143.4,7.281000000000001,4.2989999999999995,350.08,8.24,3.963,4.9886,1448.0834,17983.125,33930.832,10.73833,0.8647,0.45829,15550.0
349,수산중공업,,,,,,,,,,,,,,2530.0
350,시디즈,,,,,,,,,,,,,,44250.0
351,신대양제지,,,,,,,,,,,,,,59500.0
352,신도리코,,,,,,,,,,,,,,36900.0
353,신라교역,,,,,,,,,,,,,,11900.0
354,신성이엔지,4570.0,2.888,0.08800000000000001,4.0,0.34299999999999997,0.086,0.002,2.30507,834.93964,2633.5437,425.14957000000004,1.17374,0.37212,950.0
355,신세계,15477.5,14.85,,,,,,,,157208.89,,,1.69838,289000.0
356,신세계I&C,,,,,,,,,,,,,,107500.0
357,신세계건설,,,,,,,,,,,,,,26300.0
358,신세계인터내셔날,14215.866000000002,6.207000000000001,5.579,793.06665,13.77,7.52,0.09573,11135.454,85705.375,199101.78,18.409670000000002,2.3919200000000003,1.02962,219500.0
359,신세계푸드,13325.0,1.9140000000000001,1.126,150.0,4.342,2.254,0.044000000000000004,3615.2544,84704.375,344094.75,18.64323,0.79571,0.19588,70300.0
360,신송홀딩스,,,,,,,,,,,,,,3980.0
361,신영와코루,1762.0074,0.81,2.165,38.140144,1.235,1.131,1.0693,4237.7935,343727.28,195778.6,23.597179999999998,0.29093,0.51078,100000.0
362,신원,,,,,,,,,,,,,,1845.0
363,신일산업,,,,,,,,,,,,,,1855.0
364,신풍제약,,,,,,,,,,,,,,7240.0
365,신풍제지,,,,,,,,,,,,,,1495.0
366,신한,,,,,,,,,,,,,,4945.0
367,신한지주,,,,37062.355,9.308,0.743,,7167.3853,81877.23,,5.46224,0.47816000000000003,,43350.0
368,신화실업,741.1216400000001,1.368,1.3,9.632207000000001,2.825,1.483,1.0063,792.8538,28118.479,61003.793,27.054170000000003,0.76284,0.35162,21450.0
369,신흥,,,,,,,,,,,,,,9510.0
370,쌍방울,,,,,,,,,,,,,,1095.0
371,쌍용양회공업,15535.428999999998,15.987,10.267000000000001,1595.0,8.246,4.671,0.0706,311.77365,3733.3816,3073.8677,16.03728,1.3392700000000002,1.6266200000000002,5670.0
372,쌍용자동차,36680.0,-4.989,-4.935,-1810.0,-30.034000000000002,-8.392000000000001,-0.171,-1214.2911,3416.978,24607.846,-1.60588,0.57068,0.07923999999999999,2075.0
373,써니전자,,,,,,,,,,,,,,3850.0
374,쎌마테라퓨틱스,,,,,,,,,,,,,,5260.0
375,씨아이테크,,,,,,,,,,,,,,458.0
376,씨에스윈드,7845.0,7.737,5.685,446.0,13.56,6.712999999999999,0.10099999999999999,2545.4543,22395.615,45384.297,15.223220000000001,1.73025,0.85382,38000.0
377,아남전자,,,,,,,,,,,,,,2050.0
378,아모레퍼시픽,55860.94,8.092,6.045,3376.8823,7.477,6.037999999999999,0.09054,4914.3267,67890.85,80938.74,38.25549,2.76915,2.32274,200000.0
379,아모레퍼시픽그룹,62798.332,8.222000000000001,6.3,3956.25,5.725,5.188,0.079,2038.5463,36093.4,70345.625,35.4174,2.00037,1.02636,82700.0
380,아세아,,,,,,,,,,,,,,103500.0
381,아세아시멘트,8197.5,9.155,3.593,294.5,3.389,1.5290000000000001,,6917.6904,208269.03,210418.42,10.33582,0.34331,0.3398,76000.0
382,아세아제지,7318.0,11.245999999999999,9.729,712.0,12.585999999999999,8.447000000000001,0.10099999999999999,7949.531999999999,66755.97,81706.01,3.81155,0.45388999999999996,0.37084,30000.0
383,아시아나항공,71000.0,-3.915,-8.062999999999999,-5724.75,-58.973,-6.05,-0.0365,-2624.5925,4428.847,32780.86,-1.8593400000000002,1.1018700000000001,0.14887,5400.0
384,아이마켓코리아,,,,,,,,,,,,,,10400.0
385,아이에스동서,10352.0,7.752000000000001,8.076,836.0,6.957999999999999,3.497,0.0375,2454.5398,36036.33,33521.63,11.93707,0.81307,0.8740600000000001,32950.0
386,아이에이치큐,937.0,-4.482,-3.202,-30.0,-1.341,-1.3090000000000002,,-18.46334,1392.4022,640.7462,-90.72033,1.20296,2.6141400000000004,1745.0
387,아주캐피탈,,,,970.0,12.578,1.433,,1685.6112,14022.955,,7.59368,0.91279,,12450.0
388,알루코,,,,,,,,,,,,,,2745.0
389,애경유화,,,,,,,,,,,,,,8200.0
390,에넥스,,,,,,,,,,,,,,1125.0
391,에스엘,22550.0,2.439,4.257,960.0,7.834,4.72,0.054000000000000006,2104.4226,30033.25,50483.754,7.12785,0.49945,0.29713,18150.0
392,에스원,21337.0,9.693999999999999,7.265,1550.1666,12.022,8.993,0.1765,4076.4040000000005,38881.22,56151.215,22.7161,2.38161,1.6491200000000001,93700.0
393,에스제이엠,,,,,,,,,,,,,,3840.0
394,에스제이엠홀딩스,,,,,,,,,,,,,,3235.0
395,에쓰씨엔지니어링,,,,,,,,,,,,,,1435.0
396,에이블씨엔씨,3500.0,-1.429,,,,,,,,12946.919,,,0.91528,10250.0
397,에이엔피,,,,,,,,,,,,,,350.0
398,에이프로젠 KIC,,,,,,,,,,,,,,2725.0
399,에이프로젠제약,,,,,,,,,,,,,,1355.0
400,엔씨소프트,17009.593999999997,30.531,26.065,4433.6055,17.625,14.198,1.16614,20187.21,129065.85,77503.28,33.2884,5.20664,8.6706,541000.0
401,엔에이치엔,14746.417,6.406000000000001,5.6610000000000005,834.8333,4.221,3.262,0.059329999999999994,3500.2937,88972.82,75371.31,21.62676,0.85082,1.0043600000000001,66800.0
402,엔케이,,,,,,,,,,,,,,1130.0
403,엔케이물산,,,,,,,,,,,,,,796.0
404,엔피씨,,,,,,,,,,,,,,3745.0
405,엘브이엠씨,,,,,,,,,,,,,,4160.0
406,영보화학,,,,,,,,,,,,,,3485.0
407,영원무역,23649.572,9.664,7.24,1712.3334,9.355,6.117000000000001,0.1285,3597.263,42478.55,53371.223,8.18678,0.69329,0.5518,34250.0
408,영원무역홀딩스,,,,,,,,,,,,,,48200.0
409,영진약품,,,,,,,,,,,,,,6630.0
410,영풍,,,,,,,,,,,,,,645000.0
411,영풍제지,,,,,,,,,,,,,,3115.0
412,영화금속,,,,,,,,,,,,,,1625.0
413,영흥철강,,,,,,,,,,,,,,1145.0
414,예스코홀딩스,,,,,,,,,,,,,,37400.0
415,오뚜기,23507.6,6.768,4.863,1143.2,9.101,5.409,0.0985,31481.98,379120.97,652040.4,16.866789999999998,1.4006100000000001,0.8143699999999999,554000.0
416,오리온홀딩스,,,,,,,,,,,,,,17800.0
417,우리들제약,,,,,,,,,,,,,,6370.0
418,우리들휴브레인,,,,,,,,,,,,,,3565.0
419,우리종금,,,,,,,,,,,,,,639.0
420,우성사료,,,,,,,,,,,,,,2940.0
421,우신시스템,,,,,,,,,,,,,,4990.0
422,우진,,,,,,,,,,,,,,4200.0
423,우진플라임,,,,,,,,,,,,,,3460.0
424,웅진,,,,,,,,,,,,,,1550.0
425,웅진씽크빅,6530.0,4.135,8.116,530.0,10.470999999999998,3.3710000000000004,,462.04483,5106.661,5802.217,5.334980000000001,0.4827,0.42483999999999994,3035.0
426,웅진에너지,,,,,,,,,,,,,,914.0
427,원림,,,,,,,,,,,,,,18150.0
428,웰바이오텍,,,,,,,,,,,,,,2185.0
429,윌비스,,,,,,,,,,,,,,1430.0
430,유나이티드,2249.5,14.87,13.447000000000001,302.5,12.538,9.628,0.1435,1865.4668,17130.527,13872.29,9.059389999999999,0.98654,1.2182600000000001,18350.0
431,유니드,9337.0,11.213,7.047000000000001,658.0,,,,7424.203,,105029.98,6.1016699999999995,,0.43131,46750.0
432,유니온,,,,,,,,,,,,,,4005.0
433,유니온머티리얼,,,,,,,,,,,,,,2360.0
434,유니퀘스트,3286.0,2.6319999999999997,7.182,236.0,12.277999999999999,6.642,,910.9833,8100.975,12070.528,7.464460000000001,0.83941,0.5633600000000001,6670.0
435,유성기업,,,,,,,,,,,,,,2660.0
436,유수홀딩스,,,,,,,,,,,,,,6660.0
437,유안타증권,,,,,,,,,,,,,,2865.0
438,유양디앤유,,,,,,,,,,,,,,4880.0
439,유엔젤,,,,,,,,,,,,,,5170.0
440,유진증권,,,,,,,,,,,,,,2290.0
441,유한양행,14962.583,0.9129999999999999,3.279,490.6,2.9410000000000003,2.24,0.01225,3577.6707,133710.5,109957.95,59.6757,1.59673,1.94165,236500.0
442,유화증권,,,,,,,,,,,,,,12350.0
443,율촌화학,,,,,,,,,,,,,,14000.0
444,이건산업,,,,,,,,,,,,,,7430.0
445,이구산업,,,,,,,,,,,,,,1780.0
446,이마트,189344.9,1.074,1.0270000000000001,1944.95,2.233,1.071,0.0176,6728.771,319843.78,679244.25,16.49633,0.34704,0.16342,127500.0
447,이수페타시스,,,,,,,,,,,,,,4085.0
448,이수화학,,,,,,,,,,,,,,10600.0
449,이스타코,,,,,,,,,,,,,,708.0
450,이아이디,,,,,,,,,,,,,,224.0
451,이연제약,,,,,,,,,,,,,,16000.0
452,이월드,,,,,,,,,,,,,,5340.0
453,인디에프,,,,,,,,,,,,,,2370.0
454,인스코비,,,,,,,,,,,,,,3060.0
455,인지컨트롤스,,,,,,,,,,,,,,4950.0
456,인천도시가스,,,,,,,,,,,,,,28700.0
457,인터지스,,,,,,,,,,,,,,2215.0
458,인팩,,,,,,,,,,,,,,3720.0
459,일동홀딩스,,,,,,,,,,,,,,11100.0
460,일성건설,,,,,,,,,,,,,,1270.0
461,일성신약,,,,,,,,,,,,,,82100.0
462,일신방직,,,,,,,,,,,,,,71600.0
463,일신석재,,,,,,,,,,,,,,2420.0
464,일양약품,3245.7344,10.017000000000001,6.037000000000001,195.94666999999998,5.195,4.506,8.3508,511.2413,10557.375,16618.59,44.10833,2.13595,1.35691,22550.0
465,일정실업,,,,,,,,,,,,,,18200.0
466,일진다이아,,,,,,,,,,,,,,27950.0
467,일진디스플,,,,,,,,,,,,,,3535.0
468,일진머티리얼즈,5745.857,10.158999999999999,8.328,478.5,8.207,6.422000000000001,0.114,1031.9855,13689.4795,12460.97,45.25257,3.4113800000000003,3.7477,42750.0
469,일진전기,,,,,,,,,,,,,,3025.0
470,일진홀딩스,8140.0,4.423,3.563,290.0,6.394,2.5380000000000003,0.042,364.76025,6349.8228,16495.27,13.20045,0.7582899999999999,0.2919,5070.0
471,자화전자,,,,,,,,,,,,,,10600.0
472,전방,,,,,,,,,,,,,,15350.0
473,제이준코스메틱,,,,,,,,,,,,,,4280.0
474,제이콘텐트리,5467.5386,10.038,6.292999999999999,344.08333999999996,6.1,3.787,0.09482,1470.9834,25115.54,37950.836,26.68283,1.5627799999999998,1.03423,38550.0
475,제일기획,34837.937999999995,6.026,4.151,1446.2667,15.610999999999999,6.42,0.28767,1242.7067,9370.029,30283.002,18.14588,2.4066099999999997,0.74464,24050.0
476,제일연마,,,,,,,,,,,,,,7780.0
477,제일파마홀딩스,,,,,,,,,,,,,,17000.0
478,제주은행,,,,,,,,,,,,,,4055.0
479,제주항공,13892.286,-1.883,-3.07,-426.42855999999995,-12.44,-3.446,-0.0632,-1671.0271,12388.624,52708.63,-13.82383,1.8646099999999999,0.43826000000000004,26800.0
480,조광페인트,,,,,,,,,,,,,,5500.0
481,조광피혁,,,,,,,,,,,,,,39000.0
482,조비,,,,,,,,,,,,,,15300.0
483,조선내화,,,,,,,,,,,,,,88800.0
484,조선선재,,,,,,,,,,,,,,82600.0
485,조일알미늄,,,,,,,,,,,,,,730.0
486,조흥,1950.6261,6.331,4.022,78.45406,6.154,3.7960000000000003,6.5579,13075.678,215770.19,325104.34,11.43344,0.69287,0.45985,149500.0
487,종근당,10644.5,6.8389999999999995,4.547,484.0,11.169,6.519,0.10400000000000001,4602.3745,43276.96,97784.38,19.12057,2.03342,0.89994,97000.0
488,종근당바이오,1331.0,10.706,8.715,116.0,,,0.08,2150.9446,29447.058999999997,24261.926,13.69166,1.0001,1.21384,29500.0
489,종근당홀딩스,8793.0,20.38,17.355,1526.0,20.878,15.460999999999999,0.39799999999999996,19800.95,103994.9,175513.86,6.36333,1.2116,0.7178899999999999,101000.0
490,주연테크,,,,,,,,,,,,,,796.0
491,지엠비코리아,,,,,,,,,,,,,,4915.0
492,지역난방공사,24073.25,2.169,-0.05,-12.0,-0.17300000000000001,-0.021,0.01267,-233.18591,135052.06,207909.0,-180.54263,0.31173,0.20249,47300.0
493,지코,,,,,,,,,,,,,,839.0
494,지투알,,,,,,,,,,,,,,6550.0
495,진도,,,,,,,,,,,,,,3705.0
496,진양산업,,,,,,,,,,,,,,3990.0
497,진양폴리우레탄,,,,,,,,,,,,,,3900.0
498,진양홀딩스,,,,,,,,,,,,,,2610.0
499,진양화학,,,,,,,,,,,,,,4650.0
500,진원생명과학,,,,,,,,,,,,,,2410.0
501,진흥기업,,,,,,,,,,,,,,2310.0
502,참엔지니어링,,,,,,,,,,,,,,1405.0
503,천일고속,,,,,,,,,,,,,,70000.0
504,청호컴넷,,,,,,,,,,,,,,2600.0
505,카카오,30808.362999999998,6.367000000000001,5.03,1549.7273,3.365,1.8730000000000002,0.04106,2101.396,65250.59,36695.066,79.70891999999999,2.56703,4.56465,153500.0
506,카프로,,,,,,,,,,,,,,3110.0
507,컨버즈,,,,,,,,,,,,,,2375.0
508,케이비아이동국실업,,,,,,,,,,,,,,721.0
509,케이씨,,,,,,,,,,,,,,18650.0
510,케이씨씨,33329.5,5.013999999999999,-2.2430000000000003,-747.5,-1.36,-0.823,0.03633,-7251.4478,561901.94,315724.53,-29.097640000000002,0.37551,0.6683,233500.0
511,케이씨티시,,,,,,,,,,,,,,2750.0
512,케이티,242774.77,4.846,3.102,7530.380999999999,5.058,2.313,0.04729,2598.4307,55568.867,92977.32,9.755889999999999,0.45619,0.27265,27000.0
513,케이티스카이라이프,7114.3335,9.45,7.586,539.6667,7.843999999999999,6.454,0.133,1111.7625,14597.373,14876.706,7.65451,0.58298,0.57204,8720.0
514,케이티앤지,49616.152,28.826,22.921,11372.308,13.552999999999999,10.833,0.20817,8267.245,68493.68,36139.01,11.33388,1.36801,2.5927700000000002,93800.0
515,코리아써키트,5466.5,2.698,3.741,204.5,5.38,4.066,0.048,664.9825400000001,12605.438,19973.225,19.4742,1.0273299999999999,0.64837,11950.0
516,코리안리,,,,,,,,,,,,,,9110.0
517,코스맥스,13145.962,3.65,1.4,184.09091,10.152999999999999,1.6840000000000002,0.03456,2788.6934,28531.496,130811.98,27.03775,2.64269,0.5764,79900.0
518,코스맥스비티아이,,,,,,,,,,,,,,13450.0
519,코스모신소재,2439.0452,-1.485,-2.405,-58.665504000000006,-4.987,-2.35,-1.9683,-251.15252999999998,5027.95,10441.782,-35.43663,1.7701,0.85234,8900.0
520,코스모화학,,,,,,,,,,,,,,6120.0
521,코아스,,,,,,,,,,,,,,1290.0
522,코오롱,,,,,,,,,,,,,,17550.0
523,코오롱글로벌,34339.5,3.3310000000000004,1.325,455.0,,2.084,0.076,1861.049,,134542.08,4.66941,,0.06459,9690.0
524,코오롱머티리얼,,,,,,,,,,,,,,1640.0
525,코오롱인더,45006.4,4.936,2.23,1003.6,5.194,1.805,0.04575,3668.3062,70774.234,151298.8,11.91286,0.61746,0.28883000000000003,49750.0
526,코오롱플라스틱,,,,,,,,,,,,,,4480.0
527,코웨이,29950.0,18.464000000000002,13.189,3950.0,,,,,,40582.867,,,2.21769,93100.0
528,콤텍시스템,,,,,,,,,,,,,,1505.0
529,쿠쿠홀딩스,,,,,,,,,,,,,,105000.0
530,큐로,,,,,,,,,,,,,,1085.0
531,크라운해태홀딩스,,,,,,,,,,,,,,10400.0
532,키다리스튜디오,,,,,,,,,,,,,,4035.0
533,키움증권,29254.5,15.142000000000001,11.700999999999999,3423.1820000000002,16.014,1.673,,13630.115,91633.01,115207.34,5.54654,0.8250299999999999,0.6562100000000001,79500.0
534,키위미디어그룹,,,,,,,,,,,,,,150.0
535,태경산업,,,,,,,,,,,,,,5710.0
536,태경화학,,,,,,,,,,,,,,5250.0
537,태광산업,,,,,,,,,,,,,,1060000.0
538,태림포장,,,,,,,,,,,,,,4250.0
539,태양금속공업,,,,,,,,,,,,,,1425.0
540,태영건설,38106.75,10.767999999999999,5.638999999999999,2149.0,17.182000000000002,4.129,0.1295,2424.4062,17135.703,48262.367,5.69212,0.80534,0.28594,11950.0
541,태원물산,218.87047,0.312,2.461,5.3863883,1.673,1.4080000000000001,0.1495,70.87353,4390.821,2879.8745,56.86185,0.9178200000000001,1.39937,4030.0
542,태평양물산,9924.333,4.353,1.867,185.33333000000002,13.255,3.23,0.114,413.7303,3509.552,19883.766,5.38999,0.63541,0.11215,2645.0
543,텔코웨어,,,,,,,,,,,,,,13300.0
544,티비에이치글로벌,,,,,,,,,,,,,,2750.0
545,티에이치엔,,,,,,,,,,,,,,3660.0
546,티웨이홀딩스,,,,,,,,,,,,,,1735.0
547,파미셀,,,,,,,,,,,,,,8490.0
548,팜스코,,,,,,,,,,,,,,4600.0
549,팬오션,24985.0,8.586,6.294,1572.5,5.797000000000001,3.667,0.057,303.7399,5534.0513,4673.857,12.7247,0.6984,0.82694,4545.0
550,퍼스텍,,,,,,,,,,,,,,2085.0
551,퍼시스,,,,,,,,,,,,,,29500.0
552,페이퍼코리아,,,,,,,,,,,,,,628.0
553,평화산업,,,,,,,,,,,,,,1230.0
554,평화홀딩스,,,,,,,,,,,,,,3600.0
555,포스코,647003.5,6.394,3.6510000000000002,23622.8,4.939,2.997,0.05475,24956.06,558402.7,742088.5,9.63694,0.43068999999999996,0.32409,236500.0
556,포스코강판,,,,,,,,,,,,,,17100.0
557,포스코인터내셔널,244315.0,2.612,1.037,2533.3333,8.622,2.571,0.0855,2090.6426,25090.87,198026.11,8.4663,0.70544,0.08938,18650.0
558,포스코케미칼,14852.5,6.178999999999999,7.101,1054.6666,13.169,9.072000000000001,0.1375,1800.1892,14798.923999999999,24577.557,33.71868,4.10165,2.4697299999999998,49250.0
559,폴루스바이오팜,,,,,,,,,,,,,,1225.0
560,풀무원,23661.334,1.3619999999999999,0.355,84.0,4.603,0.629,0.018330000000000003,377.44333,8717.773000000001,56168.63,28.34863,1.22738,0.1905,11250.0
561,풍산,24135.77,1.645,0.6759999999999999,163.16666999999998,1.255,0.611,0.01086,618.9688,49522.21,86124.5,33.200379999999996,0.41497,0.23861,23800.0
562,풍산홀딩스,,,,,,,,,,,,,,33950.0
563,필룩스,,,,,,,,,,,,,,7590.0
564,하나금융지주,,,,24885.0,9.016,0.621,,8257.028,97959.6,,4.02082,0.33892,,36900.0
565,하나투어,7727.5557,1.429,-0.8909999999999999,-68.875,-1.8530000000000002,-0.873,-1.1721700000000002,-307.76025,16811.99,66524.04,-159.21483999999998,2.91459,0.73658,51100.0
566,하이스틸,,,,,,,,,,,,,,19150.0
567,하이트론씨스템즈,,,,,,,,,,,,,,3165.0
568,하이트진로,19929.846,4.7410000000000005,0.28,55.75,0.67,0.161,0.00518,106.96286,15940.928999999998,27964.475,280.4712,1.88195,1.07279,29000.0
569,하이트진로홀딩스,,,,,,,,,,,,,,13200.0
570,한국가스공사,250098.75,5.556,2.073,5185.5,6.034,1.306,0.028999999999999998,5425.0215,95915.56,270924.72,5.82486,0.32946,0.11664000000000001,37850.0
571,한국공항,,,,,,,,,,,,,,45200.0
572,한국금융지주,,,,7913.75,17.352,1.2209999999999999,,13179.445,86274.9,,5.04574,0.77079,,72400.0
573,한국내화,,,,,,,,,,,,,,4045.0
574,한국단자공업,,,,,,,,,,,,,,42750.0
575,한국석유공업,,,,,,,,,,,,,,103500.0
576,한국수출포장공업,,,,,,,,,,,,,,19800.0
577,한국쉘석유,,,,,,,,,,,,,,323000.0
578,한국전력공사,590992.3,-0.754,-2.8939999999999997,-17100.666,-2.614,-0.9059999999999999,-0.00367,-2801.1777,105688.586,92060.03,-9.31751,0.24695,0.28351,27800.0
579,한국전자홀딩스,,,,,,,,,,,,,,733.0
580,한국제지,,,,,,,,,,,,,,17050.0
581,한국조선해양,148933.86,1.083,1.685,2509.0,1.632,1.001,0.02486,2734.7412,167419.12,210438.47,41.68585,0.68093,0.54173,126500.0
582,한국종합기술,,,,,,,,,,,,,,3925.0
583,한국주강,,,,,,,,,,,,,,1880.0
584,한국철강,7153.0,2.859,4.145,296.5,4.069,3.2460000000000004,0.040999999999999995,642.7796,16022.895,15533.116000000002,6.76748,0.27149,0.28005,4730.0
585,한국카본,2596.0,5.507999999999999,4.5169999999999995,117.25,3.861,3.161,0.065,270.1273,7590.4087,5905.2666,29.171429999999997,1.03815,1.3344,7830.0
586,한국콜마,15435.0,7.961,3.1510000000000002,486.30768,9.506,2.1319999999999997,0.0477,1928.9067,20963.734,68230.06,24.703110000000002,2.27297,0.6983699999999999,47250.0
587,한국콜마홀딩스,,,,,,,,,,,,,,22550.0
588,한국타이어앤테크놀로지,69632.6,8.138,7.224,5030.0,7.023,4.957,0.07332999999999999,3973.8423,58567.97,56211.957,6.97058,0.47296000000000005,0.49278,33550.0
589,한국테크놀로지그룹,8778.667,25.095,23.925,2100.3333,6.147,5.841,0.575,2141.8293,36348.367,9437.38,6.13961,0.36178,1.3934,14400.0
590,한국토지신탁,2651.5,56.911,47.464,1258.5,14.218,8.703,,497.645,3965.2742,1050.1438,4.028980000000001,0.50564,1.90926,2100.0
591,한국특수형강,,,,,,,,,,,,,,1630.0
592,한국프랜지공업,,,,,,,,,,,,,,2200.0
593,한국항공우주,29748.4,9.773,7.622000000000001,2267.5,21.000999999999998,5.662000000000001,0.131,2375.3757,12266.38,30518.97,13.02952,2.52316,1.0141200000000001,34050.0
594,한국화장품,,,,,,,,,,,,,,10850.0
595,한국화장품제조,,,,,,,,,,,,,,31050.0
596,한농화성,,,,,,,,,,,,,,4255.0
597,한독,4730.001,5.807,7.172000000000001,339.25732,10.777999999999999,4.842,6.9174,2537.7727,24757.031000000003,34366.184,8.92515,0.91489,0.65908,22650.0
